Car_ID,Customer_ID,Car_Brand,Fuel_Type,Car_Type,Vehicule_Power,Car_Age,Mileage,Car_Price
4304121,23412039,Dodge,Electric,,233.0,9.0,,93215.67
4313320,23413112,Ford,Diesel,Crossover,330.0,6.0,59739.0,158351.16
4322561,23414339,Volkswagen,Electric,Pickup Truck,,,76290.0,105813.35
4322596,23416817,Ford,Hybrid,,202.0,3.0,39852.0,
4332989,23418444,Hyundai,,Pickup Truck,187.0,,55181.0,86168.5
4353133,23419061,Mitsubishi,Electric,Sedan,279.0,,,121855.05
4356841,23419949,Ford,,Sedan,162.0,3.0,34087.0,78537.61
4366021,23420535,Audi,Electric,Crossover,252.0,9.0,83801.0,
4368688,23422003,Volvo,Petrol,,,2.0,25918.0,79664.17
4371451,23423361,,Diesel,Sedan,,,115910.0,160353.58
4375338,23425394,,,Sedan,275.0,5.0,,
4375792,23426003,GMC,Diesel,Sedan,272.0,8.0,78423.0,
4384429,23429972,Dodge,Diesel,Convertible,,,,107082.06
4387542,23432708,Mercedes-Benz,,,298.0,7.0,71486.0,
4393080,23432726,Ford,Petrol,,109.0,,75775.0,
4400415,23436055,Ford,Petrol,Minivan,238.0,,31584.0,
4400799,23436070,Nissan,Diesel,,,7.0,72509.0,105381.7
4412233,23437084,Land Rover,Petrol,Convertible,124.0,,,58225.54
4429286,23442396,Mitsubishi,,,308.0,,54600.0,
4446149,23445820,Mercury,Petrol,Crossover,129.0,4.0,,61695.49
4471064,23445923,,Petrol,Minivan,,7.0,72753.0,
4471367,23446937,Chevrolet,Diesel,Sedan,96.0,4.0,,31468.81
4488160,23447522,,,Sedan,266.0,10.0,96056.0,112192.81
4491590,23447744,Cadillac,Petrol,,278.0,8.0,80209.0,121700.22
4500757,23451462,Cadillac,Petrol,Sedan,162.0,7.0,74629.0,66502.34
4504406,23452063,Pontiac,,Crossover,281.0,10.0,,124310.34
4513033,23452622,Dodge,Electric,Sedan,268.0,2.0,30005.0,118774.29
4544708,23454051,Mercury,Petrol,,355.0,3.0,,170436.47
4546760,23454384,GMC,,,249.0,8.0,81440.0,108829.15
4546906,23455104,,Diesel,Hatchback,279.0,,50328.0,129518.24
4553009,23457009,,Petrol,SUV,195.0,5.0,,81946.1
4563937,23458949,Chevrolet,Hybrid,SUV,375.0,3.0,36583.0,
4567026,23461783,Toyota,,Crossover,,4.0,45232.0,125771.72
4575260,23461981,Toyota,Diesel,SUV,357.0,10.0,97250.0,
4579968,23462962,Ford,Petrol,SUV,123.0,8.0,,46323.06
4588879,23466488,Ford,Hybrid,Hatchback,85.0,7.0,72498.0,32282.12
4589309,23467549,Lotus,,,,5.0,53616.0,
4598385,23468978,,Diesel,Crossover,324.0,7.0,70893.0,152160.8
4600608,23468991,Suzuki,Electric,,307.0,,99664.0,131377.7
4601338,23469016,BMW,Petrol,Sedan,283.0,4.0,50779.0,131740.5
4603711,23469410,Toyota,Petrol,,,,66854.0,156077.58
4616035,23469430,,Petrol,Minivan,255.0,14.0,118533.0,
4623060,23470265,Ford,Hybrid,Minivan,168.0,9.0,86802.0,66335.18
4634603,23471789,,,,112.0,5.0,54191.0,51568.53
4652094,23472094,,Petrol,SUV,115.0,9.0,,39087.44
4654748,23473291,MINI,,Pickup Truck,429.0,3.0,33869.0,214095.91
4663747,23474223,Toyota,Electric,,305.0,,65852.0,135353.62
4679712,23474372,,Hybrid,,369.0,,,162592.85
4687107,23474730,Mercedes-Benz,,SUV,286.0,,77780.0,
4696227,23475015,,Electric,Sedan,104.0,9.0,,28926.23
4697793,23475652,Dodge,Diesel,,,,90453.0,
4700965,23475795,Maserati,Diesel,Crossover,225.0,8.0,79624.0,98342.21
4702488,23476548,Volkswagen,Electric,Sedan,98.0,,79182.0,34055.89
4706461,23477978,Mitsubishi,,,355.0,7.0,73242.0,164644.72
4708296,23478042,Mercedes-Benz,,Sedan,236.0,4.0,,
4720674,23479651,Mazda,Electric,,382.0,10.0,96737.0,
4725330,23479979,Acura,Electric,Minivan,,6.0,66694.0,118915.77
4730461,23481398,Pontiac,Petrol,SUV,149.0,9.0,86007.0,57099.68
4732777,23481871,,,SUV,342.0,10.0,93461.0,150103.44
4733146,23484052,Toyota,Diesel,,,5.0,,139699.79
4739722,23484472,,Diesel,SUV,151.0,5.0,56947.0,60964.8
4756064,23485162,Chevrolet,Petrol,,173.0,6.0,59898.0,73774.0
4764977,23485164,Chevrolet,,Crossover,289.0,,102683.0,121982.51
4780405,23487198,,Diesel,SUV,307.0,4.0,,
4789036,23487536,Hyundai,Electric,SUV,342.0,12.0,108471.0,157892.81
4792282,23488349,Ford,Petrol,SUV,166.0,,,63828.55
4800703,23489714,Nissan,Electric,Hatchback,151.0,7.0,74914.0,
4810506,23490171,Bentley,,Pickup Truck,268.0,10.0,92346.0,
4811068,23490669,,Petrol,Hatchback,114.0,,,44789.06
4832369,23491255,Mazda,,SUV,216.0,,96819.0,76261.49
4849420,23492404,Hyundai,Diesel,Sedan,358.0,5.0,,167164.24
4858817,23492582,,Hybrid,Crossover,137.0,,107247.0,
4876306,23492820,Toyota,,Sedan,121.0,5.0,56897.0,
4882218,23496604,Acura,Petrol,Hatchback,122.0,12.0,,44574.56
4888789,23498229,Lexus,Petrol,,287.0,5.0,57510.0,138661.54
4920755,23498346,Mercedes-Benz,Petrol,,238.0,,,114917.75
4925731,23499613,Pontiac,Diesel,SUV,397.0,4.0,,188131.87
4933180,23501471,Nissan,Diesel,Sedan,124.0,,49505.0,60243.37
4948620,23502807,Mercedes-Benz,Petrol,Hatchback,210.0,6.0,66574.0,94938.87
4952671,23503208,Cadillac,,SUV,203.0,7.0,73690.0,90671.95
4965682,23505535,Audi,Electric,Sedan,283.0,10.0,94953.0,
4969810,23506844,Chevrolet,Hybrid,Crossover,211.0,6.0,62304.0,
4980456,23507444,Ford,Diesel,Sedan,397.0,3.0,42327.0,
4993446,23509545,Chevrolet,Hybrid,Sedan,,,78164.0,
5001904,23510479,Oldsmobile,Petrol,Coupe,,7.0,71662.0,81147.59
5003740,23510800,,Diesel,Sedan,246.0,,81118.0,113644.02
5016436,23514530,GMC,Hybrid,Sedan,320.0,5.0,52374.0,154501.92
5019937,23514717,,Diesel,Hatchback,119.0,5.0,54584.0,50341.97
5026374,23517184,Mazda,Diesel,Pickup Truck,199.0,5.0,52095.0,92422.51
5026847,23517793,Lotus,,Crossover,,,100797.0,112495.04
5039420,23517803,BMW,Petrol,Sedan,384.0,12.0,107901.0,165252.95
5053943,23518120,Honda,Diesel,Crossover,,5.0,53833.0,
5058558,23518603,Chevrolet,Petrol,Minivan,,,54582.0,92061.86
5060055,23518791,Volkswagen,Electric,Crossover,305.0,9.0,,148059.12
5088773,23520504,Honda,Petrol,Hatchback,,13.0,111507.0,38045.13
5105838,23521568,Lincoln,Petrol,,,14.0,118667.0,
5117130,23522004,Lotus,Hybrid,,243.0,5.0,52984.0,110481.54
5123140,23522730,Nissan,,,,5.0,58274.0,
5123897,23525776,BMW,Diesel,,373.0,7.0,,171009.83
5127949,23527576,Cadillac,Electric,Crossover,192.0,,,82548.7
5132322,23528954,Saab,Petrol,Sedan,309.0,6.0,63235.0,142793.57
5137776,23529405,Jaguar,,Sedan,265.0,4.0,48935.0,130754.02
5148322,23529766,Buick,Diesel,Crossover,288.0,,66885.0,130194.35
5166423,23530568,Bentley,,Hatchback,,,119126.0,105379.13
5169002,23531361,Plymouth,Electric,Sports Car,287.0,,54856.0,131582.12
5169333,23532104,Geo,Petrol,Sedan,213.0,7.0,73630.0,83670.21
5170007,23532777,,Diesel,,273.0,,140204.0,93911.88
5180332,23533377,Ford,,,110.0,,54411.0,40226.6
5198730,23534997,Lexus,,Sedan,,9.0,86170.0,
5199189,23535246,,Petrol,Crossover,170.0,,,60729.65
5199404,23535485,Morgan,Diesel,SUV,159.0,9.0,83516.0,68729.02
5201286,23537263,,Diesel,Coupe,148.0,11.0,98533.0,45166.34
5209108,23539194,Pontiac,Petrol,Sedan,126.0,10.0,89968.0,
5209874,23541344,Cadillac,,Sedan,157.0,,81070.0,58290.82
5212987,23541481,,Diesel,Sedan,,12.0,106580.0,59779.92
5214748,23543080,Mitsubishi,Petrol,,358.0,9.0,84949.0,163415.39
5219701,23543871,Dodge,,Sedan,117.0,6.0,63222.0,52208.42
5223013,23543898,Dodge,Diesel,,,7.0,71591.0,90869.0
5228426,23544044,Plymouth,Petrol,,202.0,8.0,77165.0,
5232439,23544734,Plymouth,Diesel,SUV,347.0,5.0,58097.0,
5244102,23545049,Lexus,Petrol,Pickup Truck,,7.0,72719.0,60542.49
5250823,23545262,Chevrolet,Electric,Pickup Truck,,7.0,68498.0,120472.8
5251542,23548792,Land Rover,Petrol,Sedan,,,84940.0,106979.97
5253804,23550863,BMW,Diesel,,148.0,16.0,,43558.1
5255985,23552041,,Hybrid,SUV,,7.0,73980.0,173783.76
5288019,23554923,Lotus,Petrol,Pickup Truck,278.0,13.0,112311.0,117355.71
5298315,23555110,Audi,Electric,,285.0,9.0,,131737.29
5314630,23555722,,Diesel,Pickup Truck,385.0,,72664.0,166276.5
5315394,23556390,Kia,Diesel,Sedan,98.0,5.0,56667.0,43763.48
5319035,23556394,Dodge,Diesel,Pickup Truck,379.0,7.0,72586.0,163949.61
5345230,23557184,Mercury,Hybrid,Hatchback,,7.0,71379.0,34019.2
5346059,23559061,Honda,,SUV,,4.0,51322.0,91677.99
5353199,23559183,Ford,Petrol,Crossover,253.0,,,
5353636,23560026,Audi,,Crossover,227.0,8.0,77644.0,91225.18
5365763,23560151,GMC,Electric,Crossover,241.0,13.0,,91372.98
5377223,23562077,Pontiac,,Crossover,336.0,6.0,65811.0,154380.55
5380511,23564232,,,SUV,214.0,,36274.0,102673.67
5388940,23565902,Chevrolet,Petrol,,246.0,2.0,24662.0,122066.55
5394565,23570241,,,Crossover,147.0,4.0,44502.0,
5406692,23571442,Jaguar,,SUV,125.0,,,44875.46
5407816,23571832,Lotus,,Crossover,102.0,,,
5414697,23572908,Chevrolet,,Crossover,124.0,10.0,,40654.83
5418612,23573232,,Petrol,Sedan,208.0,9.0,85009.0,
5423232,23575686,,Electric,Minivan,269.0,6.0,65058.0,120492.53
5425730,23575917,Kia,Petrol,Crossover,,,34871.0,87787.97
5428936,23577477,Toyota,Electric,Minivan,284.0,4.0,51554.0,139374.89
5433901,23578703,Nissan,,Minivan,155.0,6.0,62238.0,53470.03
5435910,23578951,Ford,Hybrid,Sedan,119.0,8.0,,49705.47
5442866,23579309,Mitsubishi,Petrol,Crossover,170.0,3.0,,77391.29
5457267,23582247,,,,327.0,,108518.0,139136.17
5473277,23582430,,,Crossover,,8.0,,148339.61
5480048,23584383,,Electric,SUV,,,,158703.28
5487381,23585262,Chrysler,Electric,SUV,241.0,9.0,85356.0,100961.98
5491875,23586525,,Diesel,Crossover,142.0,12.0,,43475.13
5499912,23586897,,,Pickup Truck,260.0,7.0,72869.0,
5503915,23587840,Ford,,Sedan,340.0,9.0,87009.0,139480.71
5508082,23588553,Mazda,Electric,Sedan,255.0,5.0,51580.0,119577.09
5511975,23589061,Jaguar,Electric,,463.0,14.0,119236.0,196343.31
5515242,23589140,,Electric,,,7.0,,35864.62
5520749,23589441,,Petrol,Hatchback,,,51282.0,
5535074,23589843,Volvo,Diesel,Pickup Truck,,5.0,,
5536916,23590112,,Diesel,Sports Car,281.0,2.0,29047.0,140236.22
5542081,23590213,Chrysler,,SUV,194.0,5.0,56736.0,78514.82
5544731,23591769,Volkswagen,Petrol,SUV,,1.0,21820.0,47791.53
5573877,23592668,,Petrol,Crossover,333.0,9.0,89404.0,148062.68
5586702,23593324,Saturn,,Pickup Truck,,8.0,78946.0,90505.23
5608975,23593416,Ford,Hybrid,SUV,301.0,4.0,45455.0,
5640979,23593691,Ford,Electric,Sedan,374.0,6.0,66215.0,174609.95
5648072,23593692,Mercury,Electric,Minivan,250.0,6.0,,114821.02
5651591,23594159,Buick,,,263.0,3.0,,128732.74
5651633,23595850,Mitsubishi,Petrol,Sedan,,,,60603.54
5669544,23596248,GMC,,Sedan,300.0,7.0,68281.0,137129.8
5678580,23596411,Dodge,,,,6.0,,
5681019,23598415,,Electric,Sedan,117.0,5.0,51069.0,
5695333,23598493,Dodge,,Minivan,165.0,4.0,44546.0,74774.59
5716942,23599113,BMW,Electric,SUV,,6.0,60825.0,
5741387,23599244,Hyundai,,SUV,235.0,5.0,53964.0,103165.99
5741817,23599280,Ford,Diesel,Sedan,287.0,9.0,83126.0,125316.62
5763864,23601322,Bentley,,SUV,199.0,12.0,107096.0,80410.64
5764065,23601493,Nissan,Diesel,Hatchback,270.0,10.0,,104712.67
5768859,23602083,,Electric,Sedan,249.0,7.0,69052.0,
5776838,23604611,Hummer,Petrol,,251.0,5.0,52288.0,111563.24
5777044,23605127,Pontiac,Petrol,SUV,300.0,,92308.0,133629.16
5802498,23609629,Plymouth,,,,9.0,84883.0,
5814702,23610870,Ford,Diesel,,,,,93162.96
5818608,23613041,Chevrolet,,,,7.0,72368.0,108628.21
5820846,23614174,Oldsmobile,Petrol,Pickup Truck,391.0,14.0,117354.0,169877.98
5854535,23614966,Audi,Diesel,Sedan,,7.0,72711.0,169648.06
5854651,23615057,,Diesel,SUV,178.0,,,
5865360,23615167,Audi,Diesel,Pickup Truck,319.0,,,
5878177,23618427,,Petrol,Sedan,,8.0,81559.0,181138.99
5879945,23618922,Mitsubishi,Diesel,Hatchback,,5.0,54004.0,51147.95
5901362,23620928,Volkswagen,,,386.0,14.0,,159835.35
5908218,23622491,,Petrol,,297.0,,79382.0,133859.05
5910254,23623374,,,,,,68353.0,
5910339,23623449,Mitsubishi,Electric,Hatchback,,7.0,70998.0,62276.24
5928268,23623996,Ford,Petrol,Crossover,153.0,6.0,61275.0,64471.69
5928987,23624315,,Petrol,Convertible,146.0,2.0,,
5931164,23625328,,Electric,,225.0,,,102283.76
5939677,23625584,,Diesel,Sedan,304.0,,,118029.8
5942890,23625771,Chevrolet,Diesel,Sedan,163.0,,73593.0,68930.94
5946273,23626284,Ford,Diesel,,190.0,10.0,96447.0,68734.11
5960413,23626364,BMW,,Crossover,112.0,11.0,97310.0,35386.27
5962624,23627060,Volkswagen,Diesel,,,6.0,,161992.44
5963330,23627380,BMW,Petrol,,,,85491.0,101808.89
5969921,23628264,,,,250.0,,,
6000241,23631151,,Diesel,Sedan,303.0,12.0,,117657.92
6001105,23631250,Oldsmobile,Petrol,Convertible,350.0,,106404.0,
6002253,23633575,Mercury,Hybrid,Sedan,261.0,8.0,80496.0,111867.94
6007960,23633651,,Diesel,Pickup Truck,226.0,,74255.0,89432.71
6010109,23633829,,Diesel,Hatchback,182.0,6.0,,
6016831,23633994,BMW,,Sedan,,,100322.0,32813.57
6019910,23635138,Jeep,Petrol,Minivan,151.0,,,60812.84
6029059,23636383,BMW,Petrol,,,,,
6046045,23636640,Infiniti,Petrol,Pickup Truck,323.0,5.0,58796.0,153325.91
6053094,23637156,,Petrol,Crossover,,3.0,42494.0,138831.38
6055250,23639682,,,Electric Car (EV),,,,96843.22
6099131,23640068,Nissan,Petrol,Hatchback,226.0,11.0,99929.0,
6108862,23640402,Chevrolet,Petrol,Electric Car (EV),417.0,6.0,66188.0,188539.84
6113914,23640836,Toyota,Diesel,,144.0,8.0,80285.0,
6114129,23640956,,Diesel,Electric Car (EV),227.0,7.0,69682.0,98112.69
6120524,23641184,Mitsubishi,Diesel,Crossover,,3.0,38964.0,116653.24
6120543,23641517,,,Minivan,292.0,3.0,34100.0,
6129019,23642961,Mitsubishi,Electric,,,5.0,57214.0,100402.77
6143244,23643622,Nissan,Diesel,Sedan,,,59014.0,163605.24
6147062,23647474,Lincoln,Petrol,,,5.0,,110152.38
6149697,23647831,Mitsubishi,Petrol,,,6.0,59519.0,42438.86
6155061,23650176,Land Rover,,Crossover,,16.0,127156.0,44911.31
6162766,23651454,,Petrol,Sedan,217.0,,95975.0,87091.32
6185163,23651832,Pontiac,Hybrid,,,7.0,74072.0,156263.83
6189038,23651871,Chevrolet,,Pickup Truck,168.0,6.0,,
6192610,23652143,Ford,Petrol,Coupe,280.0,6.0,66331.0,
6193914,23653265,,Hybrid,SUV,118.0,9.0,87363.0,38343.18
6196295,23653389,Pontiac,Petrol,Crossover,140.0,,65300.0,55573.55
6208423,23653456,Pontiac,Petrol,,,,,41600.16
6218301,23653762,Chevrolet,,,181.0,8.0,,70295.49
6235117,23657984,,Petrol,,258.0,16.0,127251.0,99425.22
6235668,23658011,Volkswagen,Diesel,Sedan,195.0,6.0,63939.0,89854.24
6238153,23658320,,Electric,,222.0,11.0,98248.0,95712.86
6239779,23658418,Land Rover,Diesel,,236.0,4.0,,111839.99
6244535,23660375,Isuzu,Diesel,SUV,187.0,5.0,52679.0,91982.41
6259466,23660743,Mercury,Electric,Crossover,248.0,15.0,,99836.75
6268149,23661155,Dodge,Hybrid,,,10.0,91531.0,134957.2
6290398,23661542,Nissan,Diesel,Hatchback,267.0,8.0,,
6300682,23662068,Dodge,,,246.0,,136498.0,
6301917,23662567,BMW,Electric,Crossover,342.0,6.0,,163621.23
6303145,23663557,Lexus,,,142.0,11.0,,48434.61
6311779,23664948,Chevrolet,,Hatchback,125.0,11.0,100516.0,36725.78
6326946,23666799,Mercury,Petrol,SUV,238.0,13.0,,
6336758,23669288,Chevrolet,,Crossover,260.0,3.0,,126321.37
6337519,23669536,Lincoln,Diesel,Hatchback,258.0,6.0,65788.0,105092.59
6345387,23671516,Suzuki,Petrol,Sedan,,8.0,,101061.91
6358950,23672165,Mitsubishi,,Coupe,150.0,13.0,113794.0,50825.32
6373308,23672943,Volvo,Petrol,Pickup Truck,383.0,8.0,79494.0,176193.83
6376183,23673068,Lincoln,Petrol,SUV,287.0,11.0,100665.0,
6376885,23675137,Mercedes-Benz,Petrol,Pickup Truck,319.0,,,154506.61
6425557,23675968,Dodge,,Sedan,264.0,6.0,,114755.95
6433189,23677370,Lincoln,Petrol,Coupe,,12.0,106491.0,
6437392,23679304,,Hybrid,Hatchback,138.0,6.0,63360.0,52699.32
6441998,23679763,,Petrol,,,7.0,68127.0,62827.53
6447168,23679976,BMW,Petrol,SUV,,13.0,,59754.71
6453843,23681586,Ford,,SUV,,,,
6461448,23686649,,,SUV,122.0,5.0,52560.0,53170.03
6473409,23686722,Infiniti,Petrol,,,3.0,38370.0,130212.64
6485128,23686948,BMW,Hybrid,Crossover,255.0,13.0,114323.0,
6485318,23687685,Cadillac,,Crossover,126.0,10.0,95255.0,41698.17
6498204,23689704,Ford,Electric,Pickup Truck,259.0,10.0,94844.0,113835.66
6516084,23689746,,Hybrid,Minivan,,5.0,,91506.32
6518203,23691236,BMW,Petrol,SUV,,,37197.0,141691.29
6538038,23692445,Lexus,,Sedan,188.0,2.0,,88833.07
6548528,23692911,Chrysler,Diesel,,304.0,12.0,106569.0,117980.98
6553271,23696060,Daewoo,Petrol,Sedan,220.0,8.0,82896.0,82812.67
6553626,23696756,,Diesel,,364.0,9.0,88096.0,158409.58
6556728,23697850,Jaguar,Hybrid,SUV,146.0,7.0,75024.0,59010.66
6558520,23701649,,Petrol,SUV,,,49766.0,155487.06
6564108,23702925,Maserati,Electric,,246.0,,60703.0,107532.88
6577289,23704763,,Diesel,,270.0,,,134100.25
6581702,23705828,Chevrolet,Hybrid,Crossover,300.0,3.0,,151807.18
6589298,23707653,Chevrolet,,SUV,248.0,10.0,,105458.3
6598409,23708186,Scion,Hybrid,,211.0,3.0,,99822.04
6632676,23709654,BMW,Hybrid,,197.0,,44684.0,98174.12
6637326,23711497,Ford,Electric,Coupe,310.0,,62372.0,147502.28
6651269,23715507,Volkswagen,Petrol,,,7.0,70649.0,67068.62
6651823,23716265,,Petrol,Hatchback,226.0,3.0,37957.0,105795.24
6661562,23716540,Honda,Petrol,,201.0,,33814.0,83652.72
6663441,23717222,Buick,Petrol,Crossover,194.0,8.0,79259.0,91220.9
6671803,23717676,Dodge,Petrol,Coupe,378.0,,73550.0,166302.98
6673450,23718064,Eagle,Diesel,Hatchback,224.0,12.0,106095.0,87368.33
6689432,23718703,Mitsubishi,Petrol,Sedan,135.0,7.0,70768.0,65599.05
6706342,23720343,,Diesel,,,8.0,82051.0,69448.42
6709181,23721661,Ford,Diesel,,117.0,,,55457.99
6709450,23723705,BMW,Petrol,Crossover,303.0,5.0,51611.0,135953.87
6715461,23725042,Chrysler,Electric,Sedan,344.0,,,158657.95
6736671,23725740,,,,292.0,,51119.0,135450.77
6746945,23727675,Ram,Petrol,Sedan,298.0,,60169.0,143841.92
6757549,23727943,,Diesel,,203.0,11.0,,76336.51
6782958,23728928,,,Pickup Truck,340.0,,,158973.52
6783021,23730330,GMC,Petrol,,316.0,16.0,,127602.09
6783581,23730430,,Petrol,,337.0,,84793.0,155879.06
6799391,23732584,Audi,Electric,,350.0,8.0,78727.0,
6803807,23733848,,Petrol,Crossover,154.0,7.0,68870.0,57714.72
6822728,23736975,Mitsubishi,Petrol,,381.0,6.0,63954.0,174805.02
6842824,23738470,Ford,Petrol,Sedan,140.0,,54308.0,66627.15
6843900,23739820,Dodge,Petrol,SUV,331.0,3.0,37662.0,162841.08
6853365,23740096,,Electric,Sedan,161.0,4.0,,84068.12
6871595,23742503,Dodge,Hybrid,,,13.0,,175218.59
6891199,23742659,,Electric,,,,83102.0,
6896573,23743942,Maserati,Diesel,SUV,113.0,13.0,113773.0,36056.27
6905902,23745028,,Diesel,,301.0,5.0,53619.0,142918.83
6906647,23745149,Land Rover,,,228.0,4.0,,104586.71
6911767,23746511,Ford,Diesel,SUV,358.0,7.0,68483.0,169283.75
6913543,23746546,Maserati,Electric,SUV,193.0,4.0,49670.0,85569.37
6914035,23748747,Volkswagen,Hybrid,SUV,320.0,7.0,74233.0,143700.13
6915192,23749227,,Petrol,Crossover,193.0,3.0,34145.0,
6926172,23749682,Ford,,Sedan,189.0,2.0,27146.0,93326.39
6929906,23749936,,Diesel,Crossover,150.0,8.0,77602.0,55120.72
6942356,23751187,Mazda,Petrol,Sedan,181.0,,115388.0,60922.23
6943716,23751843,Chevrolet,Diesel,,192.0,,78724.0,84907.14
6946694,23756638,,Electric,,,,82918.0,132772.18
6961369,23756646,Pontiac,,,339.0,7.0,,
6969471,23756657,Kia,,Sedan,,7.0,72190.0,51715.68
6969746,23756665,Aston Martin,Electric,SUV,382.0,3.0,,188389.21
6971542,23757069,,Diesel,,,4.0,50545.0,66860.26
6974663,23757818,Porsche,Electric,Crossover,290.0,11.0,,113584.15
6981201,23759836,Buick,Diesel,Coupe,357.0,,42653.0,
6982776,23760069,,Petrol,Sedan,392.0,6.0,59686.0,180869.87
7011076,23761034,,Diesel,Crossover,,11.0,101720.0,
7012388,23762874,Mitsubishi,Petrol,Hatchback,88.0,,71247.0,34114.5
7025793,23763540,Chevrolet,Diesel,SUV,203.0,,72642.0,90067.08
7026318,23763848,Porsche,,,272.0,,59976.0,122919.73
7031265,23764016,Cadillac,Diesel,Sedan,,9.0,86466.0,79885.43
7038185,23764551,Chevrolet,,Hatchback,99.0,10.0,,26154.11
7043508,23764718,Land Rover,Petrol,Crossover,268.0,4.0,48973.0,121501.07
7044431,23766959,,Petrol,Coupe,,,,69500.23
7066452,23767424,,Hybrid,Pickup Truck,419.0,2.0,30059.0,196729.89
7070507,23767720,Mazda,Electric,,189.0,8.0,80974.0,80439.99
7075028,23768957,Subaru,Hybrid,Sedan,286.0,8.0,,
7076374,23769078,Hummer,Petrol,,278.0,18.0,138980.0,104098.3
7081671,23771729,,,Crossover,151.0,7.0,69704.0,
7084391,23771828,Saab,Diesel,Pickup Truck,365.0,6.0,65300.0,
7088480,23772147,Mazda,Petrol,,,,74727.0,116301.88
7089752,23773093,Mitsubishi,Petrol,Sedan,,8.0,76234.0,164323.5
7094416,23773997,Maserati,Diesel,SUV,114.0,6.0,63439.0,44738.87
7101175,23775796,Buick,Diesel,Minivan,167.0,4.0,49696.0,
7110727,23776617,Ford,Petrol,,,7.0,68250.0,108732.77
7117651,23778829,Chevrolet,Hybrid,Crossover,202.0,6.0,,88322.12
7124295,23779647,Toyota,Diesel,,229.0,6.0,,105477.25
7127068,23782979,Ford,Diesel,Hatchback,106.0,9.0,90577.0,24105.36
7136600,23784449,,,Crossover,147.0,,68164.0,61998.42
7139420,23784623,Buick,,Sedan,253.0,3.0,38353.0,126321.94
7142332,23785380,Dodge,Petrol,Pickup Truck,261.0,,52720.0,113823.74
7146237,23785666,Volkswagen,Diesel,SUV,137.0,6.0,,59263.39
7150097,23787378,Chevrolet,,,,7.0,69217.0,167143.9
7155363,23787767,,Diesel,,328.0,,81938.0,
7166278,23788419,,Diesel,SUV,147.0,7.0,69259.0,64257.14
7173973,23789993,,Electric,Sedan,273.0,2.0,27662.0,139030.55
7176979,23790754,Pontiac,Diesel,Minivan,288.0,3.0,,135744.57
7183682,23790849,Honda,Petrol,Electric Car (EV),,9.0,83810.0,177464.53
7186900,23792683,Nissan,Petrol,SUV,385.0,6.0,61853.0,
7213254,23794285,Honda,Electric,Pickup Truck,418.0,7.0,71461.0,
7221246,23794419,Ford,Diesel,Sedan,227.0,,,104529.63
7225198,23794613,Toyota,Diesel,Sedan,164.0,5.0,,77183.66
7227300,23795197,,Petrol,Sedan,312.0,6.0,,145343.79
7227807,23795390,Nissan,Petrol,Sedan,,7.0,71894.0,
7236144,23795724,Dodge,,Crossover,,7.0,67665.0,127115.78
7238980,23795737,Chevrolet,Hybrid,,163.0,10.0,93987.0,60189.83
7241134,23797075,Lotus,,Sedan,,3.0,35620.0,175878.16
7245624,23797688,Mazda,,Sedan,327.0,3.0,37702.0,168902.73
7251644,23797822,Dodge,Diesel,SUV,,6.0,,96724.0
7253163,23798680,,Diesel,Sedan,169.0,,82568.0,64645.46
7279953,23799580,,,SUV,179.0,,,70584.98
7282511,23800341,Ford,Diesel,SUV,,5.0,53823.0,
7288052,23800404,Mazda,Petrol,Sedan,,1.0,19605.0,
7298371,23800679,,,SUV,206.0,,54527.0,92262.81
7312074,23801413,Saab,Petrol,Minivan,,8.0,,85107.26
7319533,23801628,Suzuki,,Sedan,266.0,6.0,67175.0,119985.01
7323034,23802034,,,Sedan,,9.0,83154.0,173375.31
7324235,23802733,,Electric,Sedan,107.0,11.0,,
7334672,23807021,,Electric,Sedan,251.0,,63836.0,113448.46
7336675,23807876,GMC,Diesel,,443.0,5.0,56542.0,219427.5
7354774,23810457,Eagle,,Pickup Truck,314.0,4.0,47030.0,152952.45
7361681,23810633,,,Crossover,290.0,3.0,,144309.53
7379955,23811719,Maserati,Diesel,Hatchback,,,,35338.39
7383710,23811720,Chevrolet,Diesel,Sedan,331.0,,51614.0,159849.52
7383982,23811887,Maybach,Petrol,SUV,314.0,10.0,,
7394315,23812062,Jaguar,,Pickup Truck,,9.0,,132607.14
7395732,23812064,Chevrolet,Hybrid,Crossover,,5.0,55841.0,
7400353,23814048,Audi,,SUV,,,,112254.86
7409954,23814805,Lamborghini,Petrol,Sedan,228.0,5.0,52957.0,105353.59
7424927,23815190,Cadillac,Petrol,Coupe,,,104383.0,164274.35
7439182,23815888,,Petrol,Hatchback,,,112345.0,
7443391,23816174,Chevrolet,Electric,Pickup Truck,344.0,8.0,,151053.1
7450838,23816950,Dodge,Petrol,Coupe,166.0,5.0,51091.0,81684.65
7460667,23818041,Toyota,Electric,Hatchback,296.0,5.0,59002.0,133445.71
7462625,23818724,Ford,Diesel,Sports Car,469.0,7.0,,215668.73
7462947,23819088,Aston Martin,Diesel,,441.0,3.0,37803.0,
7466669,23820277,,Petrol,Crossover,268.0,,,
7470318,23820651,Volvo,,Sedan,,4.0,43180.0,155881.32
7474671,23821436,Dodge,,Sedan,307.0,8.0,82023.0,132154.31
7476961,23822562,Plymouth,,SUV,190.0,11.0,100802.0,79199.11
